Dataset,original_vertices,original_edges,vertices_removed,edges_removed,oct,bipartite,final_vertices,final_edges
gka_7-cl-10,30,213,0,0,0,0,30,213
gka_7-cl-11,30,203,0,0,0,0,30,203
gka_7-cl-12,30,201,0,0,0,0,30,201
gka_7-cl-13,30,213,0,0,0,0,30,213
gka_7-cl-14,30,198,0,0,0,0,30,198
gka_7-cl-2,30,216,0,0,1,0,29,193
gka_7-cl-3,30,196,0,0,1,0,29,175
gka_7-cl-4,30,203,0,0,1,0,29,180
gka_7-cl-5,30,203,0,0,0,0,30,203
gka_7-cl-6,30,206,0,0,1,0,29,185
gka_7-cl-7,30,190,0,0,1,0,29,169
gka_7-cl-8,30,220,0,0,0,0,30,220
gka_7-cl-9,30,188,0,0,0,0,30,188
gka_7-er-0,30,204,0,0,0,0,30,204
gka_7-er-1,30,212,0,0,0,0,30,212
gka_7-er-10,30,214,0,0,0,0,30,214
gka_7-er-11,30,203,0,0,0,0,30,203
gka_7-er-12,30,222,0,0,0,0,30,222
gka_7-er-13,30,219,0,0,0,0,30,219
gka_7-er-14,30,223,0,0,0,0,30,223
gka_7-er-2,30,210,0,0,0,0,30,210
gka_7-er-3,30,214,0,0,0,0,30,214
gka_7-er-4,30,198,0,0,0,0,30,198
gka_7-er-5,30,205,0,0,0,0,30,205
gka_7-er-6,30,211,0,0,0,0,30,211
gka_7-er-7,30,233,0,0,0,0,30,233
gka_7-er-8,30,207,0,0,0,0,30,207
gka_7-er-9,30,222,0,0,0,0,30,222
gka_7-to-0,30,192,0,0,0,0,30,192
gka_7-to-1,30,199,0,0,0,0,30,199
gka_7-to-10,30,198,0,0,0,0,30,198
gka_7-to-11,30,187,0,0,0,0,30,187
gka_7-to-12,30,203,0,0,0,0,30,203
gka_7-to-13,30,204,0,0,0,0,30,204
gka_7-to-14,30,209,0,0,0,0,30,209
gka_7-to-2,30,192,0,0,0,0,30,192
gka_7-to-3,30,196,0,0,0,0,30,196
gka_7-to-4,30,183,0,0,0,0,30,183
gka_7-to-5,30,188,0,0,0,0,30,188
gka_7-to-6,30,198,0,0,0,0,30,198
gka_7-to-7,30,208,0,0,0,0,30,208
gka_7-to-8,30,192,0,0,0,0,30,192
gka_7-to-9,30,207,0,0,0,0,30,207
gka_8-ba-0,100,384,1,0,0,0,99,383
gka_8-ba-1,100,384,0,0,0,0,100,384
gka_8-ba-10,100,384,0,0,0,0,100,384
gka_8-ba-11,100,384,0,0,0,0,100,384
gka_8-ba-12,100,384,0,0,0,0,100,384
gka_8-ba-13,100,384,0,0,0,0,100,384
gka_8-ba-14,100,384,0,0,0,0,100,384
gka_8-ba-2,100,384,1,0,0,0,99,383
gka_8-ba-3,100,384,0,0,0,0,100,384
gka_8-ba-4,100,384,0,0,0,0,100,384
gka_8-ba-5,100,384,1,0,0,0,99,383
gka_8-ba-6,100,384,0,0,0,0,100,384
gka_8-ba-7,100,384,0,0,0,0,100,384
gka_8-ba-8,100,384,0,0,0,0,100,384
gka_8-ba-9,100,384,0,0,0,0,100,384
gka_8-cl-0,100,296,14,0,0,7,86,285
gka_8-cl-1,100,303,7,0,0,4,93,297
gka_8-cl-10,100,311,7,0,0,5,93,305
gka_8-cl-11,100,271,8,0,0,8,92,263
gka_8-cl-12,100,293,10,0,0,7,90,285
gka_8-cl-13,100,307,7,0,0,5,93,303
gka_8-cl-14,100,301,7,0,0,10,93,295
gka_8-cl-2,100,315,4,0,0,10,96,310
gka_8-cl-3,100,308,7,0,0,8,93,303
gka_8-cl-4,100,301,15,0,0,4,85,287
gka_8-cl-5,100,309,5,0,2,11,93,284
gka_8-cl-6,100,276,12,0,1,8,87,249
gka_8-cl-7,100,272,10,0,1,4,89,256
gka_8-cl-8,100,318,5,0,0,4,95,314
gka_8-cl-9,100,285,9,0,0,6,91,278
gka_8-er-0,100,324,3,0,1,3,96,314
gka_8-er-1,100,319,1,0,0,2,99,318
gka_8-er-10,100,289,5,0,0,1,95,285
gka_8-er-11,100,303,4,0,0,4,96,299
gka_8-er-12,100,286,5,0,0,5,95,281
gka_8-er-13,100,324,0,0,0,3,100,324
gka_8-er-14,100,288,2,0,0,5,98,287
gka_8-er-2,100,304,3,0,0,6,97,301
gka_8-er-3,100,291,1,0,1,4,98,283
gka_8-er-4,100,292,1,0,0,5,99,291
gka_8-er-5,100,294,1,0,0,1,99,294
gka_8-er-6,100,321,2,0,0,3,98,319
gka_8-er-7,100,321,0,0,0,4,100,321
gka_8-er-8,100,284,1,0,0,4,99,283
gka_8-er-9,100,343,0,0,0,3,100,343
gka_8-to-0,100,247,11,0,1,5,88,232
gka_8-to-1,100,229,7,0,1,16,92,214
gka_8-to-10,100,217,12,0,1,13,87,195
gka_8-to-11,100,223,10,0,1,7,89,206
gka_8-to-12,100,211,11,0,0,10,89,203
gka_8-to-13,100,249,5,0,1,10,94,236
gka_8-to-14,100,223,11,0,0,8,89,217
gka_8-to-2,100,222,18,0,3,7,79,185
gka_8-to-3,100,208,13,0,2,12,85,181
gka_8-to-4,100,217,9,0,0,9,91,209
gka_8-to-5,100,220,9,0,0,15,91,213
gka_8-to-6,100,249,8,0,1,11,91,232
gka_8-to-7,100,245,4,0,0,11,96,241
gka_8-to-8,100,208,9,0,0,14,91,199
gka_8-to-9,100,263,8,0,0,9,92,257
gka_9-ba-0,20,100,13,0,7,0,0,0
gka_9-ba-1,20,100,2,0,5,5,13,25
gka_9-ba-10,20,100,13,0,7,0,0,0
gka_9-ba-11,20,100,2,0,4,1,14,34
gka_9-ba-12,20,100,0,0,3,1,17,55
gka_9-ba-13,20,100,12,0,8,0,0,0
gka_9-ba-14,20,100,12,0,8,0,0,0
gka_9-ba-2,20,100,12,0,8,0,0,0
gka_9-ba-3,20,100,2,0,5,1,13,29
gka_9-ba-4,20,100,12,0,8,0,0,0
gka_9-ba-5,20,100,3,0,4,0,13,35
gka_9-ba-6,20,100,2,0,4,2,14,37
gka_9-ba-7,20,100,5,0,6,1,9,18
gka_9-ba-8,20,100,13,0,7,0,0,0
gka_9-ba-9,20,100,2,0,4,1,14,38
gka_9-cl-0,20,179,0,0,14,0,6,12
gka_9-cl-1,20,174,4,0,16,0,0,0
gka_9-cl-10,20,179,0,0,14,0,6,12
gka_9-cl-11,20,179,0,0,12,0,8,24
gka_9-cl-12,20,178,0,0,10,0,10,40
gka_9-cl-13,20,177,0,0,12,0,8,24
gka_9-cl-14,20,176,5,0,15,0,0,0
gka_9-cl-2,20,181,4,0,16,0,0,0
gka_9-cl-3,20,177,0,0,11,0,9,30
gka_9-cl-4,20,177,5,0,15,0,0,0
gka_9-cl-5,20,177,0,0,13,0,7,16
gka_9-cl-6,20,173,0,0,11,0,9,27
gka_9-cl-7,20,179,0,0,11,0,9,30
gka_9-cl-8,20,184,0,0,14,0,6,12
gka_9-cl-9,20,180,4,0,16,0,0,0
gka_9-er-0,20,188,4,0,16,0,0,0
gka_9-er-1,20,189,3,0,17,0,0,0
gka_9-er-10,20,187,4,0,16,0,0,0
gka_9-er-11,20,185,0,0,12,0,8,24
gka_9-er-12,20,188,4,0,16,0,0,0
gka_9-er-13,20,187,4,0,16,0,0,0
gka_9-er-14,20,187,4,0,16,0,0,0
gka_9-er-2,20,186,0,0,14,0,6,12
gka_9-er-3,20,185,0,0,14,0,6,12
gka_9-er-4,20,186,4,0,16,0,0,0
gka_9-er-5,20,186,4,0,16,0,0,0
gka_9-er-6,20,189,3,0,17,0,0,0
gka_9-er-7,20,186,0,0,14,0,6,12
gka_9-er-8,20,187,4,0,16,0,0,0
gka_9-er-9,20,185,0,0,14,0,6,12
gka_9-to-0,20,186,0,0,14,0,6,12
gka_9-to-1,20,187,0,0,14,0,6,12
gka_9-to-10,20,185,0,0,14,0,6,12
gka_9-to-11,20,184,0,0,10,0,10,40
gka_9-to-12,20,186,0,0,12,0,8,24
gka_9-to-13,20,184,5,0,15,0,0,0
gka_9-to-14,20,184,5,0,15,0,0,0
gka_9-to-2,20,184,0,0,14,0,6,12
gka_9-to-3,20,183,4,0,16,0,0,0
gka_9-to-4,20,180,0,0,12,0,8,20
gka_9-to-5,20,180,6,0,14,0,0,0
gka_9-to-6,20,187,0,0,14,0,6,12
gka_9-to-7,20,183,5,0,15,0,0,0
gka_9-to-8,20,185,0,0,12,0,8,24
gka_9-to-9,20,182,0,0,13,0,7,16
j10-ba-0,57,162,0,0,0,1,57,162
j10-ba-1,57,162,0,0,1,3,56,144
j10-ba-10,57,162,0,0,0,0,57,162
j10-ba-11,57,162,6,0,3,7,48,106
j10-ba-12,57,162,0,0,0,0,57,162
j10-ba-13,57,162,0,0,0,0,57,162
j10-ba-14,57,162,19,0,7,9,31,49
j10-ba-2,57,162,4,0,2,7,51,125
j10-ba-3,57,162,3,0,2,10,52,120
j10-ba-4,57,162,0,0,0,0,57,162
j10-ba-5,57,162,1,0,1,3,55,135
j10-ba-6,57,162,10,0,6,10,41,77
j10-ba-7,57,162,0,0,0,0,57,162
j10-ba-8,57,162,12,0,5,13,40,71
j10-ba-9,57,162,0,0,0,0,57,162
j10-cl-0,57,131,22,0,2,10,33,84
j10-cl-1,57,110,24,0,1,10,32,85
j10-cl-10,57,108,29,0,4,4,24,59
j10-cl-11,57,111,24,0,0,6,33,93
j10-cl-12,57,114,31,0,4,7,22,40
j10-cl-13,57,108,38,0,6,3,13,21
j10-cl-14,57,110,27,0,2,6,28,66
j10-cl-2,57,104,37,0,4,4,17,32
j10-cl-3,57,124,23,0,2,5,32,75
j10-cl-4,57,111,25,0,2,6,30,68
j10-cl-5,57,133,28,0,6,10,24,46
j10-cl-6,57,108,31,0,2,1,24,61
j10-cl-7,57,114,24,0,0,3,33,99
j10-cl-8,57,131,15,0,1,11,41,116
j10-cl-9,57,116,16,0,3,13,38,76
j10-er-0,57,138,3,0,0,4,54,137
j10-er-1,57,116,7,0,0,8,50,110
j10-er-10,57,128,5,0,0,5,52,125
j10-er-11,57,114,9,0,0,7,48,105
j10-er-12,57,110,14,0,1,8,42,93
j10-er-13,57,107,7,0,0,6,50,103
j10-er-14,57,117,8,0,0,6,49,108
j10-er-2,57,107,9,0,0,7,48,100
j10-er-3,57,110,10,0,1,5,46,93
j10-er-4,57,110,5,0,0,10,52,107
j10-er-5,57,133,5,0,0,2,52,128
j10-er-6,57,133,3,0,0,4,54,130
j10-er-7,57,134,0,0,0,5,57,134
j10-er-8,57,103,5,0,0,11,52,100
j10-er-9,57,135,0,0,0,3,57,135
j10-to-0,57,80,56,0,1,0,0,0
j10-to-1,57,62,36,0,0,5,21,35
j10-to-10,57,73,27,0,0,7,31,52
j10-to-11,57,67,31,0,0,7,26,42
j10-to-12,57,57,38,0,1,8,19,28
j10-to-13,57,60,57,0,1,0,0,0
j10-to-14,57,65,35,0,0,6,23,36
j10-to-2,57,69,27,0,0,10,31,47
j10-to-3,57,67,41,0,0,3,17,26
j10-to-4,57,65,30,0,0,7,27,43
j10-to-5,57,74,33,0,2,8,22,35
j10-to-6,57,64,35,0,0,8,24,35
j10-to-7,57,72,28,0,1,9,28,45
j10-to-8,57,60,36,0,0,8,22,31
j10-to-9,57,70,27,0,0,8,30,49
j11-ba-0,51,230,1,0,0,0,50,229
j11-ba-1,51,230,0,0,1,0,50,203
j11-ba-10,51,230,0,0,1,0,50,208
j11-ba-11,51,230,0,0,0,0,51,230
j11-ba-12,51,230,0,0,0,0,51,230
j11-ba-13,51,230,1,0,3,0,47,158
j11-ba-14,51,230,0,0,0,0,51,230
j11-ba-2,51,230,2,0,2,0,47,173
j11-ba-3,51,230,1,0,3,0,47,167
j11-ba-4,51,230,0,0,1,0,50,208
j11-ba-5,51,230,1,0,1,0,49,200
j11-ba-6,51,230,0,0,0,0,51,230
j11-ba-7,51,230,0,0,0,0,51,230
j11-ba-8,51,230,0,0,0,0,51,230
j11-ba-9,51,230,0,0,2,0,49,169
j11-cl-0,51,205,16,0,3,4,32,156
j11-cl-1,51,202,17,0,3,1,31,147
j11-cl-10,51,216,15,0,3,2,33,153
j11-cl-11,51,214,16,0,2,3,33,175
j11-cl-12,51,212,16,0,3,4,32,145
j11-cl-13,51,201,15,0,2,5,34,152
j11-cl-14,51,197,12,0,2,5,37,165
j11-cl-2,51,211,18,0,5,1,28,120
j11-cl-3,51,203,20,0,4,2,27,121
j11-cl-4,51,222,14,0,1,3,36,198
j11-cl-5,51,193,14,0,3,3,34,130
j11-cl-6,51,182,20,0,3,2,28,119
j11-cl-7,51,198,20,0,5,0,26,106
j11-cl-8,51,221,16,0,7,1,28,102
j11-cl-9,51,186,15,0,0,4,36,176
j11-er-0,51,230,0,0,0,0,51,230
j11-er-1,51,198,0,0,0,0,51,198
j11-er-10,51,210,0,0,0,0,51,210
j11-er-11,51,195,0,0,0,0,51,195
j11-er-12,51,202,1,0,0,1,50,201
j11-er-13,51,222,0,0,0,0,51,222
j11-er-14,51,222,0,0,0,1,51,222
j11-er-2,51,206,1,0,0,2,50,205
j11-er-3,51,201,0,0,0,0,51,201
j11-er-4,51,211,0,0,0,1,51,211
j11-er-5,51,244,0,0,0,0,51,244
j11-er-6,51,232,0,0,0,0,51,232
j11-er-7,51,239,0,0,0,0,51,239
j11-er-8,51,210,1,0,1,0,49,200
j11-er-9,51,232,0,0,0,1,51,232
j11-to-0,51,134,2,0,0,3,49,131
j11-to-1,51,112,5,0,1,3,45,101
j11-to-10,51,119,3,0,0,2,48,116
j11-to-11,51,123,3,0,0,4,48,121
j11-to-12,51,121,4,0,0,5,47,118
j11-to-13,51,134,1,0,0,4,50,133
j11-to-14,51,134,1,0,0,4,50,134
j11-to-2,51,122,6,0,0,5,45,116
j11-to-3,51,109,3,0,0,5,48,107
j11-to-4,51,128,5,0,1,6,45,116
j11-to-5,51,146,1,0,0,2,50,145
j11-to-6,51,131,3,0,0,2,48,129
j11-to-7,51,134,3,0,0,6,48,132
j11-to-8,51,123,6,0,0,3,45,118
j11-to-9,51,144,4,0,0,2,47,140
j13-ba-0,78,225,0,0,1,6,77,205
j13-ba-1,78,225,0,0,0,1,78,225
j13-ba-10,78,225,0,0,1,7,77,206
j13-ba-11,78,225,0,0,0,0,78,225
j13-ba-12,78,225,2,0,3,11,73,168
j13-ba-13,78,225,0,0,0,0,78,225
j13-ba-14,78,225,24,0,7,14,47,99
j13-ba-2,78,225,1,0,2,9,75,185
j13-ba-3,78,225,0,0,0,0,78,225
j13-ba-4,78,225,0,0,0,0,78,225
j13-ba-5,78,225,0,0,0,0,78,225
j13-ba-6,78,225,7,0,5,11,66,143
j13-ba-7,78,225,0,0,0,0,78,225
j13-ba-8,78,225,10,0,4,12,64,138
j13-ba-9,78,225,0,0,0,0,78,225
j13-cl-0,78,198,35,0,3,5,40,127
j13-cl-1,78,202,33,0,4,9,41,115
j13-cl-10,78,192,42,0,6,8,30,78
j13-cl-11,78,183,43,0,6,8,29,67
j13-cl-12,78,225,33,0,3,8,43,150
j13-cl-13,78,185,39,0,5,9,34,88
j13-cl-14,78,200,32,0,2,9,44,143
j13-cl-2,78,192,47,0,7,6,24,57
j13-cl-3,78,185,38,0,3,6,37,108
j13-cl-4,78,209,34,0,4,8,40,122
j13-cl-5,78,212,42,0,6,6,30,82
j13-cl-6,78,199,31,0,1,10,46,156
j13-cl-7,78,195,41,0,6,8,31,69
j13-cl-8,78,208,40,0,6,9,32,85
j13-cl-9,78,205,38,0,6,6,34,84
j13-er-0,78,237,0,0,0,2,78,237
j13-er-1,78,228,0,0,0,2,78,228
j13-er-10,78,205,4,0,0,6,74,202
j13-er-11,78,201,3,0,0,6,75,198
j13-er-12,78,193,3,0,0,4,75,191
j13-er-13,78,210,3,0,0,3,75,207
j13-er-14,78,199,4,0,0,4,74,196
j13-er-2,78,193,3,0,0,4,75,191
j13-er-3,78,185,5,0,0,5,73,181
j13-er-4,78,209,2,0,0,5,76,207
j13-er-5,78,206,7,0,0,4,71,199
j13-er-6,78,221,3,0,0,2,75,218
j13-er-7,78,236,1,0,0,5,77,235
j13-er-8,78,198,5,0,0,5,73,194
j13-er-9,78,248,0,0,0,2,78,248
j13-to-0,78,131,24,0,0,9,55,109
j13-to-1,78,118,17,0,0,15,62,106
j13-to-10,78,117,27,0,1,10,50,91
j13-to-11,78,113,29,0,0,11,50,86
j13-to-12,78,124,16,0,0,12,62,113
j13-to-13,78,113,28,0,0,12,50,90
j13-to-14,78,116,20,0,0,14,59,103
j13-to-2,78,115,25,0,0,14,53,93
j13-to-3,78,114,30,0,1,14,48,79
j13-to-4,78,124,21,0,0,15,58,108
j13-to-5,78,118,21,0,0,19,58,101
j13-to-6,78,131,18,0,1,8,59,111
j13-to-7,78,130,15,0,0,16,63,118
j13-to-8,78,118,21,0,0,12,57,103
j13-to-9,78,145,12,0,0,12,66,133
j14-ba-0,72,140,28,0,4,15,40,64
j14-ba-1,72,140,21,0,3,20,48,80
j14-ba-10,72,140,7,0,2,26,63,117
j14-ba-11,72,140,42,0,4,12,26,42
j14-ba-12,72,140,46,0,4,9,23,38
j14-ba-13,72,140,39,0,5,11,30,45
j14-ba-14,72,140,48,0,5,8,20,32
j14-ba-2,72,140,61,0,12,0,0,0
j14-ba-3,72,140,32,0,8,15,33,51
j14-ba-4,72,140,35,0,7,14,30,45
j14-ba-5,72,140,67,0,7,0,0,0
j14-ba-6,72,140,52,0,6,6,16,23
j14-ba-7,72,140,22,0,5,19,45,77
j14-ba-8,72,140,65,0,8,0,0,0
j14-ba-9,72,140,50,0,5,7,18,27
j14-cl-0,72,109,41,0,2,8,29,56
j14-cl-1,72,108,50,0,4,7,18,32
j14-cl-10,72,107,46,0,2,6,24,49
j14-cl-11,72,97,49,0,4,5,19,45
j14-cl-12,72,105,65,0,7,0,0,0
j14-cl-13,72,90,66,0,6,0,0,0
j14-cl-14,72,93,65,0,7,0,0,0
j14-cl-2,72,114,46,0,3,5,23,50
j14-cl-3,72,119,44,0,3,7,26,53
j14-cl-4,72,113,64,0,8,0,0,0
j14-cl-5,72,102,40,0,0,5,32,90
j14-cl-6,72,93,65,0,7,0,0,0
j14-cl-7,72,100,65,0,7,0,0,0
j14-cl-8,72,112,49,0,6,5,17,29
j14-cl-9,72,87,46,0,2,6,24,46
j14-er-0,72,125,19,0,2,10,51,99
j14-er-1,72,121,15,0,0,9,57,109
j14-er-10,72,93,33,0,1,13,39,62
j14-er-11,72,95,35,0,0,6,38,64
j14-er-12,72,88,35,0,0,13,39,59
j14-er-13,72,101,25,0,0,11,47,78
j14-er-14,72,108,20,0,0,12,52,91
j14-er-2,72,107,28,0,0,7,44,81
j14-er-3,72,91,31,0,0,12,42,67
j14-er-4,72,100,25,0,1,15,47,76
j14-er-5,72,103,25,0,2,15,45,72
j14-er-6,72,123,18,0,2,6,53,100
j14-er-7,72,123,15,0,1,9,56,105
j14-er-8,72,110,17,0,0,14,55,96
j14-er-9,72,122,19,0,0,12,54,104
j14-to-0,72,60,71,0,2,0,0,0
j14-to-1,72,61,71,0,1,0,0,0
j14-to-10,72,51,72,0,0,0,0,0
j14-to-11,72,54,71,0,1,0,0,0
j14-to-12,72,51,71,0,1,0,0,0
j14-to-13,72,64,73,1,2,0,0,0
j14-to-14,72,56,72,0,0,0,0,0
j14-to-2,72,63,72,0,2,0,0,0
j14-to-3,72,49,71,0,1,0,0,0
j14-to-4,72,55,71,0,2,0,0,0
j14-to-5,72,58,71,1,1,0,0,0
j14-to-6,72,75,70,0,3,0,0,0
j14-to-7,72,71,72,0,1,0,0,0
j14-to-8,72,49,71,0,1,0,0,0
j14-to-9,72,74,60,0,0,3,14,21
j15-ba-0,45,86,40,0,7,0,0,0
j15-ba-1,45,86,26,0,4,6,15,23
j15-ba-10,45,86,17,0,3,12,26,42
j15-ba-11,45,86,39,0,6,0,0,0
j15-ba-12,45,86,27,0,4,6,14,22
j15-ba-13,45,86,19,0,2,9,24,40
j15-ba-14,45,86,9,0,2,15,34,58
j15-ba-2,45,86,37,2,8,0,0,0
j15-ba-3,45,86,6,0,3,16,36,66
j15-ba-4,45,86,14,0,4,13,27,41
j15-ba-5,45,86,39,0,6,0,0,0
j15-ba-6,45,86,22,0,3,6,20,35
j15-ba-7,45,86,27,0,4,6,15,23
j15-ba-8,45,86,36,0,9,0,0,0
j15-ba-9,45,86,31,0,5,4,10,14
j15-cl-0,45,53,43,0,2,0,0,0
j15-cl-1,45,38,43,0,2,0,0,0
j15-cl-10,45,41,43,0,2,0,0,0
j15-cl-11,45,44,43,0,2,0,0,0
j15-cl-12,45,37,43,0,2,0,0,0
j15-cl-13,45,45,43,0,2,0,0,0
j15-cl-14,45,42,43,0,2,0,0,0
j15-cl-2,45,54,42,0,3,0,0,0
j15-cl-3,45,46,43,0,2,0,0,0
j15-cl-4,45,46,42,0,3,0,0,0
j15-cl-5,45,43,43,0,2,0,0,0
j15-cl-6,45,38,42,0,3,0,0,0
j15-cl-7,45,41,43,0,2,0,0,0
j15-cl-8,45,46,42,0,3,0,0,0
j15-cl-9,45,48,44,0,1,0,0,0
j15-er-0,45,70,14,0,0,9,32,57
j15-er-1,45,58,23,0,0,6,24,39
j15-er-10,45,66,25,0,2,4,19,33
j15-er-11,45,44,43,1,2,0,0,0
j15-er-12,45,44,43,0,2,0,0,0
j15-er-13,45,51,29,0,0,4,18,29
j15-er-14,45,53,21,1,1,7,23,37
j15-er-2,45,51,40,0,5,0,0,0
j15-er-3,45,58,22,0,2,8,21,31
j15-er-4,45,59,19,0,0,8,26,42
j15-er-5,45,62,19,0,3,9,24,36
j15-er-6,45,67,19,0,2,5,24,42
j15-er-7,45,63,26,0,2,5,18,29
j15-er-8,45,42,44,0,1,0,0,0
j15-er-9,45,72,14,0,1,6,30,55
j15-to-0,45,42,45,0,0,0,0,0
j15-to-1,45,30,45,0,0,0,0,0
j15-to-10,45,37,45,0,0,0,0,0
j15-to-11,45,28,45,0,0,0,0,0
j15-to-12,45,26,45,0,0,0,0,0
j15-to-13,45,32,45,0,0,0,0,0
j15-to-14,45,30,45,0,0,0,0,0
j15-to-2,45,33,45,0,0,0,0,0
j15-to-3,45,21,45,0,0,0,0,0
j15-to-4,45,27,45,0,0,0,0,0
j15-to-5,45,30,45,0,0,0,0,0
j15-to-6,45,32,45,0,0,0,0,0
j15-to-7,45,29,45,0,0,0,0,0
j15-to-8,45,20,45,0,0,0,0,0
j15-to-9,45,40,45,0,0,0,0,0
j16-ba-0,14,13,14,0,0,0,0,0
j16-ba-1,14,13,14,0,0,0,0,0
j16-ba-10,14,13,14,0,0,0,0,0
j16-ba-11,14,13,14,0,0,0,0,0
j16-ba-12,14,13,14,0,0,0,0,0
j16-ba-13,14,13,14,0,0,0,0,0
j16-ba-14,14,13,14,0,0,0,0,0
j16-ba-2,14,13,14,0,0,0,0,0
j16-ba-3,14,13,14,0,0,0,0,0
j16-ba-4,14,13,14,0,0,0,0,0
j16-ba-5,14,13,14,0,0,0,0,0
j16-ba-6,14,13,14,0,0,0,0,0
j16-ba-7,14,13,14,0,0,0,0,0
j16-ba-8,14,13,14,0,0,0,0,0
j16-ba-9,14,13,14,0,0,0,0,0
j16-cl-0,14,13,12,0,2,0,0,0
j16-cl-1,14,8,14,0,0,0,0,0
j16-cl-10,14,10,13,0,1,0,0,0
j16-cl-11,14,9,12,0,2,0,0,0
j16-cl-12,14,9,13,0,1,0,0,0
j16-cl-13,14,10,13,0,1,0,0,0
j16-cl-14,14,6,14,0,0,0,0,0
j16-cl-2,14,8,13,0,1,0,0,0
j16-cl-3,14,7,14,0,0,0,0,0
j16-cl-4,14,11,12,0,2,0,0,0
j16-cl-5,14,10,13,0,1,0,0,0
j16-cl-6,14,9,13,0,1,0,0,0
j16-cl-7,14,4,14,0,0,0,0,0
j16-cl-8,14,6,14,0,0,0,0,0
j16-cl-9,14,4,14,0,0,0,0,0
j16-er-0,14,6,14,0,0,0,0,0
j16-er-1,14,10,14,0,0,0,0,0
j16-er-10,14,9,13,0,1,0,0,0
j16-er-11,14,13,13,0,1,0,0,0
j16-er-12,14,13,13,0,1,0,0,0
j16-er-13,14,3,14,0,0,0,0,0
j16-er-14,14,11,14,0,0,0,0,0
j16-er-2,14,7,13,0,1,0,0,0
j16-er-3,14,11,14,0,0,0,0,0
j16-er-4,14,11,14,0,0,0,0,0
j16-er-5,14,13,13,0,1,0,0,0
j16-er-6,14,9,14,0,0,0,0,0
j16-er-7,14,13,13,0,1,0,0,0
j16-er-8,14,10,14,0,0,0,0,0
j16-er-9,14,16,13,0,1,0,0,0
j16-to-0,14,2,14,0,0,0,0,0
j16-to-1,14,7,14,0,0,0,0,0
j16-to-10,14,5,14,0,0,0,0,0
j16-to-11,14,4,14,0,0,0,0,0
j16-to-12,14,5,14,0,0,0,0,0
j16-to-13,14,2,14,0,0,0,0,0
j16-to-14,14,6,14,0,0,0,0,0
j16-to-2,14,2,14,0,0,0,0,0
j16-to-3,14,8,14,0,0,0,0,0
j16-to-4,14,5,14,0,0,0,0,0
j16-to-5,14,8,14,0,0,0,0,0
j16-to-6,14,5,14,0,0,0,0,0
j16-to-7,14,6,14,0,0,0,0,0
j16-to-8,14,4,14,0,0,0,0,0
j16-to-9,14,7,14,0,0,0,0,0
j17-ba-0,81,308,1,0,0,0,80,307
j17-ba-1,81,308,0,0,1,0,80,284
j17-ba-10,81,308,0,0,0,0,81,308
j17-ba-11,81,308,0,0,0,0,81,308
j17-ba-12,81,308,0,0,0,0,81,308
j17-ba-13,81,308,0,0,0,0,81,308
j17-ba-14,81,308,0,0,0,0,81,308
j17-ba-2,81,308,1,0,0,0,80,307
j17-ba-3,81,308,0,0,0,0,81,308
j17-ba-4,81,308,0,0,0,0,81,308
j17-ba-5,81,308,1,0,0,0,80,307
j17-ba-6,81,308,0,0,2,2,79,265
j17-ba-7,81,308,0,0,0,0,81,308
j17-ba-8,81,308,0,0,0,0,81,308
j17-ba-9,81,308,0,0,0,0,81,308
j17-cl-0,81,304,30,0,6,6,45,168
j17-cl-1,81,310,34,0,3,3,45,217
j17-cl-10,81,312,31,0,3,5,47,219
j17-cl-11,81,319,27,0,1,9,53,281
j17-cl-12,81,331,29,0,6,6,46,203
j17-cl-13,81,303,31,0,4,7,46,188
j17-cl-14,81,296,40,0,8,3,33,127
j17-cl-2,81,317,24,0,3,5,54,243
j17-cl-3,81,307,28,0,3,6,50,221
j17-cl-4,81,317,28,0,4,3,49,209
j17-cl-5,81,306,31,0,5,4,45,190
j17-cl-6,81,320,25,0,2,8,54,267
j17-cl-7,81,309,33,0,7,5,41,161
j17-cl-8,81,342,25,0,2,7,54,285
j17-cl-9,81,311,32,0,7,5,42,172
j17-er-0,81,339,0,0,0,0,81,339
j17-er-1,81,332,0,0,0,0,81,332
j17-er-10,81,302,0,0,0,0,81,302
j17-er-11,81,318,1,0,0,2,80,317
j17-er-12,81,292,0,0,0,2,81,292
j17-er-13,81,299,0,0,0,0,81,299
j17-er-14,81,304,2,0,0,2,79,302
j17-er-2,81,298,0,0,0,1,81,298
j17-er-3,81,309,1,0,0,1,80,308
j17-er-4,81,332,1,0,0,0,80,331
j17-er-5,81,309,0,0,0,1,81,309
j17-er-6,81,335,0,0,0,1,81,335
j17-er-7,81,327,1,0,0,1,80,326
j17-er-8,81,297,1,0,0,0,80,296
j17-er-9,81,356,0,0,0,0,81,356
j17-to-0,81,216,1,0,0,6,80,215
j17-to-1,81,210,3,0,0,3,78,208
j17-to-10,81,198,2,0,0,14,79,196
j17-to-11,81,196,6,0,0,10,75,188
j17-to-12,81,178,9,0,1,12,71,159
j17-to-13,81,184,4,0,0,8,77,181
j17-to-14,81,180,8,0,0,7,73,175
j17-to-2,81,171,11,0,0,7,70,160
j17-to-3,81,199,5,0,0,9,76,194
j17-to-4,81,202,1,0,0,12,80,202
j17-to-5,81,191,5,0,0,7,76,188
j17-to-6,81,204,3,0,1,8,77,196
